artist_id,artist_name,artist_main_genre,artist_active_start
82037,Ike Quebec,Jazz,1940
101628,Charlie Ventura,Jazz,1940
111794,Chico O'Farrill,Jazz,1940
119111,J.J. Johnson,Jazz,1940
127949,Jackie McLean,Jazz,1940
137137,"Eddie ""Cleanhead"" Vinson",Jazz,1940
145543,Eddie Safranski,Jazz,1940
147245,Duke Jordan,Jazz,1940
160198,Gene Ammons,Jazz,1940
170690,Erskine Hawkins,Jazz,1940
175553,John Coltrane,Jazz,1940
188202,Don Lamond,Jazz,1940
193802,Warne Marsh,Jazz,1940
199369,Cat Anderson,Jazz,1940
204968,Charlie Byrd,Jazz,1940
206967,Erroll Garner,Jazz,1940
208404,Dexter Gordon,Jazz,1940
211424,Dick Hyman,Jazz,1940
213510,Johnny Griffin,Jazz,1940
227776,Lee Konitz,Jazz,1940
228087,Zoot Sims,Jazz,1940
235881,Wardell Gray,Jazz,1940
242966,Lennie Tristano,Jazz,1940
245992,Johnny Smith,Jazz,1940
248392,Wes Montgomery,Jazz,1940
252026,Junior Mance,Jazz,1940
290464,Roy Haynes,Jazz,1940
290775,Sam Rivers,Jazz,1940
343940,Ray Brown,Jazz,1940
360956,Jimmy Giuffre,Jazz,1940
396372,Max Roach,Jazz,1940
423829,Miles Davis,Jazz,1940
424292,John Lewis,Jazz,1940
489316,Oscar Peterson,Jazz,1940
489845,Milt Jackson,Jazz,1940
490416,Thelonious Monk,Jazz,1940
504169,Al Cohn,Jazz,1940
505047,Art Pepper,Jazz,1940
519715,Tommy Flanagan,Jazz,1940
542549,Gerry Mulligan,Jazz,1940
568622,Alec Wilder,Jazz,1940
596922,Yusef Lateef,Jazz,1940
636382,Bud Shank,Jazz,1940
640675,Bud Powell,Jazz,1940
643549,Cal Tjader,Jazz,1940
646353,George Russell,Jazz,1940
661974,Gigi Gryce,Jazz,1940
674310,Herb Ellis,Jazz,1940
742899,Stan Getz,Jazz,1940
768027,Kenny Dorham,Jazz,1940
768149,Billy Taylor,Jazz,1940
770629,Illinois Jacquet,Jazz,1940
776301,Chico Hamilton,Jazz,1940
781423,Bill Evans Trio,Jazz,1940
784527,Barney Kessel,Jazz,1940
786080,James Moody,Jazz,1940
790227,Tal Farlow,Jazz,1940
792175,Fats Navarro,Jazz,1940
824866,Marian McPartland,Jazz,1940
845443,Philly Joe Jones,Jazz,1940
848572,Phil Woods,Jazz,1940
869708,Mel Lewis,Jazz,1940
924232,Sun Ra,Jazz,1940
928942,Art Blakey,Jazz,1940
958533,Dave Brubeck,Jazz,1940
6563,Stan Levey,Jazz,1950
12644,Stanley Turrentine,Jazz,1950
18137,Paul Motian,Jazz,1950
34617,Andrew Hill,Jazz,1950
36934,Sonny Clark,Jazz,1950
47401,"Bernard ""Pretty"" Purdie",Jazz,1950
51233,Bob Brookmeyer,Jazz,1950
68780,Kenny Burrell,Jazz,1950
74340,Jimmy Raney,Jazz,1950
76658,Jimmy McGriff,Jazz,1950
94210,Chet Baker,Jazz,1950
97529,Booker Little,Jazz,1950
102781,Carl Perkins,Jazz,1950
106987,"Lambert, Hendricks & Ross",Jazz,1950
118853,Jack McDuff,Jazz,1950
127369,Ahmad Jamal,Jazz,1950
133119,Thad Jones,Jazz,1950
133832,Clark Terry,Jazz,1950
135391,Benny Golson,Jazz,1950
136075,The Crusaders,Jazz,1950
139804,Joe Henderson,Jazz,1950
142767,The Dave Brubeck Quartet,Jazz,1950
149946,Donald Byrd,Jazz,1950
159791,Toots Thielemans,Jazz,1950
179379,Elvin Jones,Jazz,1950
191680,Gato Barbieri,Jazz,1950
201678,Vince Guaraldi,Jazz,1950
202554,Johnny Mandel,Jazz,1950
209773,Joe Pass,Jazz,1950
211483,Charlie Haden,Jazz,1950
228299,Jean-Luc Ponty,Jazz,1950
250435,Wayne Shorter,Jazz,1950
255770,Wilbur Ware,Jazz,1950
256575,Percy Heath,Jazz,1950
258090,Scott LaFaro,Jazz,1950
267354,Horace Silver,Jazz,1950
286483,Jim Hall,Jazz,1950
300013,Urbie Green,Jazz,1950
334770,Ramsey Lewis,Jazz,1950
337015,Ralph Burns,Jazz,1950
378624,Quincy Jones,Jazz,1950
398615,Oliver Nelson,Jazz,1950
401066,Michel Legrand,Jazz,1950
424302,Miles Davis Quintet,Jazz,1950
484396,Ornette Coleman,Jazz,1950
491786,Thelonious Monk Quartet,Jazz,1950
502199,Art Farmer,Jazz,1950
548338,Cannonball Adderley,Jazz,1950
558339,Hank Jones,Jazz,1950
558596,Hampton Hawes,Jazz,1950
567325,The Modern Jazz Quartet,Jazz,1950
641450,Buddy Collette,Jazz,1950
666763,Hank Crawford,Jazz,1950
678408,Herbie Mann,Jazz,1950
684253,Wynton Kelly,Jazz,1950
738855,Grant Green,Jazz,1950
745617,Paul Bley,Jazz,1950
747984,Paul Chambers,Jazz,1950
761064,Blue Mitchell,Jazz,1950
761478,Laurindo Almeida,Jazz,1950
764702,Bill Evans,Jazz,1950
765435,Bobby Timmons,Jazz,1950
781172,Jimmy Smith,Jazz,1950
781932,Lalo Schifrin,Jazz,1950
786228,Barry Harris,Jazz,1950
789775,Clifford Brown,Jazz,1950
796166,Don Cherry,Jazz,1950
798326,Freddie Hubbard,Jazz,1950
800100,Eric Dolphy,Jazz,1950
802745,Gene Harris,Jazz,1950
803162,Grady Tate,Jazz,1950
808198,Lou Donaldson,Jazz,1950
828507,Howard Roberts,Jazz,1950
830319,Hugh Masekela,Jazz,1950
848952,"Richard ""Groove"" Holmes",Jazz,1950
864257,Rahsaan Roland Kirk,Jazz,1950
882950,Red Garland,Jazz,1950
883345,Red Mitchell,Jazz,1950
926115,Acker Bilk,Jazz,1950
927627,Mose Allison,Jazz,1950
951384,Hank Mobley,Jazz,1950
988386,Cecil Taylor,Jazz,1950
6143,Alice Coltrane,Jazz,1960
21747,Chuck Mangione,Jazz,1960
30925,Shirley Horn,Jazz,1960
36645,Steve Kuhn,Jazz,1960
36987,Sonny Sharrock,Jazz,1960
65882,Bob James,Jazz,1960
66570,Keith Jarrett,Jazz,1960
66800,Bola Sete,Jazz,1960
81231,Bobby Hutcherson,Jazz,1960
86750,The Jazz Crusaders,Jazz,1960
90018,The Last Poets,Jazz,1960
90389,Idris Muhammad,Jazz,1960
104388,Jack DeJohnette,Jazz,1960
107247,Chuck Rainey,Jazz,1960
110541,Chick Corea,Jazz,1960
113480,Jaco Pastorius,Jazz,1960
123345,Claus Ogerman,Jazz,1960
153503,Gary Peacock,Jazz,1960
169124,Eddie Harris,Jazz,1960
184187,Gabor Szabo,Jazz,1960
188432,David Sanborn,Jazz,1960
192260,John Klemmer,Jazz,1960
201760,George Benson,Jazz,1960
206538,Charles Lloyd,Jazz,1960
216294,John Coltrane Quartet,Jazz,1960
223701,John McLaughlin,Jazz,1960
226380,Lee Morgan,Jazz,1960
228058,Lonnie Liston Smith,Jazz,1960
228444,Lee Ritenour,Jazz,1960
234374,Hubert Laws,Jazz,1960
245760,Les McCann,Jazz,1960
273105,Dr. Lonnie Smith,Jazz,1960
275832,Ron Carter,Jazz,1960
330601,Pharoah Sanders,Jazz,1960
345168,Roy Ayers,Jazz,1960
358532,Preservation Hall Jazz Band,Jazz,1960
489207,Annette Peacock,Jazz,1960
503279,Archie Shepp,Jazz,1960
536122,George Duke,Jazz,1960
585092,Dave Holland,Jazz,1960
614339,Albert Ayler,Jazz,1960
665944,Harold Land,Jazz,1960
674011,Manu Dibango,Jazz,1960
680003,Woody Shaw,Jazz,1960
684920,Dave Grusin,Jazz,1960
738182,Gary Burton,Jazz,1960
745316,Stanley Clarke,Jazz,1960
767741,Billy Cobham,Jazz,1960
773407,Charlie Watts,Jazz,1960
791318,Tony Williams,Jazz,1960
792583,Pat Martino,Jazz,1960
804559,Joe Sample,Jazz,1960
809334,Jan Garbarek,Jazz,1960
809357,Jan Hammer,Jazz,1960
852665,Poncho Sanchez,Jazz,1960
868092,McCoy Tyner,Jazz,1960
934350,Tom Scott,Jazz,1960
944206,"Grover Washington, Jr.",Jazz,1960
957296,Herbie Hancock,Jazz,1960
14263,Paquito D'Rivera,Jazz,1970
68934,Kenny G,Jazz,1970
74397,Bill Frisell,Jazz,1970
80443,The Headhunters,Jazz,1970
102399,Larry Carlton,Jazz,1970
119629,Joe Lovano,Jazz,1970
128290,The Dirty Dozen Brass Band,Jazz,1970
151290,BÃ©la Fleck,Jazz,1970
156886,Spyro Gyra,Jazz,1970
179698,Pat Metheny,Jazz,1970
190888,Jeff Lorber,Jazz,1970
214546,John Abercrombie,Jazz,1970
233862,Mahavishnu Orchestra,Jazz,1970
243527,Weather Report,Jazz,1970
314050,Narada Michael Walden,Jazz,1970
331473,Ronnie Laws,Jazz,1970
332536,Ronnie Foster,Jazz,1970
463527,Return to Forever,Jazz,1970
521674,The Brecker Brothers,Jazz,1970
600228,Al Di Meola,Jazz,1970
673114,Marcus Miller,Jazz,1970
677991,John Scofield,Jazz,1970
1913210,James Mason,Jazz,1970
11910,Stanley Jordan,Jazz,1980
101795,Kirk Whalum,Jazz,1980
203711,Tuck & Patti,Jazz,1980
255210,Diana Krall,Jazz,1980
424117,The Rippingtons,Jazz,1980
608135,Mulgrew Miller,Jazz,1980
647670,Gerald Albright,Jazz,1980
757665,The Lounge Lizards,Jazz,1980
855780,Najee,Jazz,1980
961688,Wynton Marsalis,Jazz,1980
406583,"Medeski, Martin & Wood",Jazz,1990
741525,Fourplay,Jazz,1990
961133,Dave Koz,Jazz,1990
66276,Dorival Caymmi,Latin,1930
78242,Ibrahim Ferrer,Latin,1930
140553,Lecuona Cuban Boys,Latin,1930
220312,Jorge Negrete,Latin,1930
300659,Pedro Infante,Latin,1930
316340,Luiz Gonzaga,Latin,1930
591620,Antonio MachÃ­n,Latin,1930
639697,Cachao,Latin,1930
656420,Lola Flores,Latin,1930
942252,Compay Segundo,Latin,1930
955009,Daniel Santos,Latin,1930
59699,Bobby CapÃ³,Latin,1940
108446,Ismael Rivera,Latin,1940
118493,JoÃ£o Donato,Latin,1940
186312,Celia Cruz,Latin,1940
212129,Charlie Palmieri,Latin,1940
216348,Javier SolÃ­s,Latin,1940
274520,Los Alegres de TerÃ¡n,Latin,1940
277977,Sabu Martinez,Latin,1940
310383,PÃ©rez Prado,Latin,1940
354189,Los Panchos,Latin,1940
380259,Dalva de Oliveira,Latin,1940
409337,Orquesta AragÃ³n,Latin,1940
459027,Noro Morales,Latin,1940
607283,Tito Puente,Latin,1940
607967,Astor Piazzolla,Latin,1940
758194,Beny MorÃ©,Latin,1940
783909,Antonio Aguilar,Latin,1940
5366,Alfredo Gutierrez,Latin,1950
82639,Paco de LucÃ­a,Latin,1950
104741,Jacob Do Bandolim,Latin,1950
108554,Cheo Feliciano,Latin,1950
109367,Jackson Do Pandeiro,Latin,1950
161173,Bebo ValdÃ©s,Latin,1950
172612,Eddie Palmieri,Latin,1950
179335,Flaco JimÃ©nez,Latin,1950
219021,Luiz BonfÃ¡,Latin,1950
219243,VinÃ­cius de Moraes,Latin,1950
248452,Johnny Pacheco,Latin,1950
267411,JosÃ© Alfredo JimÃ©nez,Latin,1950
279097,Lola BeltrÃ¡n,Latin,1950
288830,RocÃ­o Jurado,Latin,1950
292559,Roberto Menescal,Latin,1950
335937,Los Corraleros de Majagual,Latin,1950
341422,Ray Barretto,Latin,1950
443997,Sylvia Telles,Latin,1950
492663,Mon Rivera,Latin,1950
552325,"Orlando ""Cachaito"" Lopez",Latin,1950
591104,Mongo Santamaria,Latin,1950
688804,Willie Bobo,Latin,1950
779209,La Lupe,Latin,1950
781837,AntÃ´nio Carlos Jobim,Latin,1950
797205,Elizeth Cardoso,Latin,1950
831708,RocÃ­o DÃºrcal,Latin,1950
903009,Joe Cuba,Latin,1950
932299,Tito Rodriguez,Latin,1950
987481,Enrique GuzmÃ¡n,Latin,1950
6855,Pablo MilanÃ©s,Latin,1960
37794,Silvio RodrÃ­guez,Latin,1960
37865,Andy MontaÃ±ez,Latin,1960
91879,Ismael Miranda,Latin,1960
104147,La Sonora Dinamita,Latin,1960
110564,Ivan Lins,Latin,1960
117990,Joe Bataan,Latin,1960
158717,DÃ³ris Monteiro,Latin,1960
161830,Tamba Trio,Latin,1960
184637,Flora Purim,Latin,1960
191699,Gal Costa,Latin,1960
197424,Vicente FernÃ¡ndez,Latin,1960
212614,Deodato,Latin,1960
240252,Juan Gabriel,Latin,1960
247004,Roberto Torres,Latin,1960
248885,Lisandro Meza,Latin,1960
284939,Los Ãngeles Negros,Latin,1960
292876,Joyce,Latin,1960
296024,RubÃ©n Blades,Latin,1960
308625,Luis Alberto Spinetta,Latin,1960
362922,Los RelÃ¡mpagos del Norte,Latin,1960
371530,Nara LeÃ£o,Latin,1960
485991,Mike Laure,Latin,1960
497132,Milton Nascimento,Latin,1960
540139,Camilo Sesto,Latin,1960
565634,HÃ©ctor Lavoe,Latin,1960
639397,Caetano Veloso,Latin,1960
657329,CamarÃ³n de la Isla,Latin,1960
686577,Willie ColÃ³n,Latin,1960
765585,Baden Powell,Latin,1960
789514,El Gran Combo de Puerto Rico,Latin,1960
795054,El Tri,Latin,1960
798543,EdÃº Lobo,Latin,1960
807068,Rita Lee,Latin,1960
822874,JosÃ© JosÃ©,Latin,1960
931086,Astrud Gilberto,Latin,1960
954817,Marcos Valle,Latin,1960
96142,Charly GarcÃ­a,Latin,1970
120067,Cornelio Reyna,Latin,1970
143559,JoaquÃ­n Sabina,Latin,1970
167220,Djavan,Latin,1970
194380,Emmanuel,Latin,1970
286866,Los Huracanes del Norte,Latin,1970
309068,Pescado Rabioso,Latin,1970
352294,Pixinguinha,Latin,1970
548020,Gilberto Santa Rosa,Latin,1970
669511,Marco Antonio SolÃ­s,Latin,1970
685031,Wilfrido Vargas,Latin,1970
749671,Ana Gabriel,Latin,1970
806336,Los Tigres del Norte,Latin,1970
833631,Los Bukis,Latin,1970
874289,Menudo,Latin,1970
892775,Miguel BosÃ©,Latin,1970
894831,Oscar D'LeÃ³n,Latin,1970
4852,Selena,Latin,1980
27136,Paulina Rubio,Latin,1980
52062,Chayanne,Latin,1980
169578,Frankie Ruiz,Latin,1980
203670,VerÃ³nica Castro,Latin,1980
268161,Diego Torres,Latin,1980
288111,Los Fabulosos Cadillacs,Latin,1980
311680,Luis Miguel,Latin,1980
313899,Lucia Mendez,Latin,1980
359026,Ricky Martin,Latin,1980
403454,Mecano,Latin,1980
468632,Ricardo Montaner,Latin,1980
468911,Rey Ruiz,Latin,1980
555695,Gipsy Kings,Latin,1980
617536,Alejandra GuzmÃ¡n,Latin,1980
619388,Alejandro Sanz,Latin,1980
639621,Caifanes,Latin,1980
673486,Marc Anthony,Latin,1980
673621,ManÃ¡,Latin,1980
674161,Manu Chao,Latin,1980
753507,Soda Stereo,Latin,1980
778959,La Ley,Latin,1980
796439,Carlos Vives,Latin,1980
1097,ToÃ±o Rosario,Latin,1990
126862,Jaguares,Latin,1990
145443,Fito Olivares,Latin,1990
151988,Frank Reyes,Latin,1990
187907,Don Omar,Latin,1990
188843,Dori Caymmi,Latin,1990
325727,Jenni Rivera,Latin,1990
337404,Jerry Rivera,Latin,1990
414506,Milly Quezada,Latin,1990
487534,Molotov,Latin,1990
488921,Oscar Lopez,Latin,1990
511041,Aterciopelados,Latin,1990
518252,Baby Rasta & Gringo,Latin,1990
559405,Daddy Yankee,Latin,1990
617613,Alejandro FernÃ¡ndez,Latin,1990
627250,Buena Vista Social Club,Latin,1990
651796,Gustavo Santaolalla,Latin,1990
664618,DJ Nelson,Latin,1990
737886,Enrique Iglesias,Latin,1990
741731,Alexandre Pires,Latin,1990
788582,El General,Latin,1990
790797,Shakira,Latin,1990
847305,Los del Rio,Latin,1990
868063,RaulÃ­n RodrÃ­guez,Latin,1990
924318,Monchy & Alexandra,Latin,1990
1312035,Playero,Latin,1990
1824831,Wisin & Yandel,Latin,1990
50581,Sin Bandera,Latin,2000
944105,Grupo ManÃ­a,Latin,2000
2385504,J Balvin,Latin,2000
31441,Paul Winter,New Age,1960
185440,David Lanz,New Age,1960
489520,Mike Oldfield,New Age,1960
40501,Steve Roach,New Age,1970
42234,Steven Halpern,New Age,1970
81017,Kitaro,New Age,1970
81836,Alex de Grassi,New Age,1970
177588,Jon Hassell,New Age,1970
245489,Deuter,New Age,1970
308762,Penguin Cafe Orchestra,New Age,1970
675495,Mannheim Steamroller,New Age,1970
945269,George Winston,New Age,1970
1431398,Will Ackerman,New Age,1970
46345,Suzanne Ciani,New Age,1980
190012,John Tesh,New Age,1980
359555,Karunesh,New Age,1980
687933,Yanni,New Age,1980
826364,Liz Story,New Age,1980
887638,Michael Hedges,New Age,1980
988471,Enya,New Age,1980
333539,Jim Brickman,New Age,1990
325401,Petula Clark,Pop/Rock,1930
20984,Shelley Fabares,Pop/Rock,1940
55128,Bo Diddley,Pop/Rock,1940
14073,Tab Hunter,Pop/Rock,1950
29884,Paul McCartney,Pop/Rock,1950
31685,Paul Simon,Pop/Rock,1950
38936,Simon & Garfunkel,Pop/Rock,1950
46460,The Big Bopper,Pop/Rock,1950
46699,The Everly Brothers,Pop/Rock,1950
58616,The Champs,Pop/Rock,1950
62270,Bobby Rydell,Pop/Rock,1950
70715,Bobby Darin,Pop/Rock,1950
71209,Leonard Cohen,Pop/Rock,1950
73644,Bobby Charles,Pop/Rock,1950
77732,Bobby Vee,Pop/Rock,1950
80537,Billy Fury,Pop/Rock,1950
85806,Billy Thorpe,Pop/Rock,1950
87597,Ian Hunter,Pop/Rock,1950
89021,Jimmy Page,Pop/Rock,1950
89713,Billy Lee Riley,Pop/Rock,1950
101776,Jack Nitzsche,Pop/Rock,1950
117064,Connie Francis,Pop/Rock,1950
119651,J.J. Cale,Pop/Rock,1950
120521,Chuck Berry,Pop/Rock,1950
127451,Jackie DeShannon,Pop/Rock,1950
138699,Frank Zappa,Pop/Rock,1950
140521,The Crew Cuts,Pop/Rock,1950
153526,Cliff Richard,Pop/Rock,1950
159214,Dusty Springfield,Pop/Rock,1950
165855,Frankie Avalon,Pop/Rock,1950
171637,Duane Eddy,Pop/Rock,1950
171994,Joe South,Pop/Rock,1950
174557,Carole King,Pop/Rock,1950
174822,Serge Gainsbourg,Pop/Rock,1950
180228,Elvis Presley,Pop/Rock,1950
194018,Del Shannon,Pop/Rock,1950
198922,Esquerita,Pop/Rock,1950
201022,Lenny Welch,Pop/Rock,1950
205180,Dr. John,Pop/Rock,1950
206658,Werly Fairburn,Pop/Rock,1950
207735,Charlie Feathers,Pop/Rock,1950
209142,George Harrison,Pop/Rock,1950
213165,Jan & Dean,Pop/Rock,1950
217792,Ringo Starr,Pop/Rock,1950
217963,John D. Loudermilk,Pop/Rock,1950
232564,John Lennon,Pop/Rock,1950
233066,Lou Reed,Pop/Rock,1950
240311,Link Wray,Pop/Rock,1950
241813,Johnny Burnette,Pop/Rock,1950
253142,Scott Walker,Pop/Rock,1950
263852,Dion & the Belmonts,Pop/Rock,1950
265456,Dion,Pop/Rock,1950
279141,Ritchie Valens,Pop/Rock,1950
296487,Roger Daltrey,Pop/Rock,1950
299277,Santo & Johnny,Pop/Rock,1950
307461,Van Morrison,Pop/Rock,1950
330575,Neil Sedaka,Pop/Rock,1950
332141,Jerry Lee Lewis,Pop/Rock,1950
332852,Ronnie Hawkins,Pop/Rock,1950
333181,Ronnie Self,Pop/Rock,1950
366407,Nancy Sinatra,Pop/Rock,1950
403184,The Osmonds,Pop/Rock,1950
487012,The Wailers,Pop/Rock,1950
491220,The Ronettes,Pop/Rock,1950
496405,The Shadows,Pop/Rock,1950
502774,The Rivieras,Pop/Rock,1950
504815,Art Garfunkel,Pop/Rock,1950
532487,David Cassidy,Pop/Rock,1950
538677,Buddy Holly,Pop/Rock,1950
541125,Gerry & the Pacemakers,Pop/Rock,1950
543055,Georgie Fame,Pop/Rock,1950
560208,Harry Nilsson,Pop/Rock,1950
620386,Tommy James,Pop/Rock,1950
620578,Tommy Sands,Pop/Rock,1950
627337,Tommy Roe,Pop/Rock,1950
642542,Burt Bacharach,Pop/Rock,1950
649950,George Martin,Pop/Rock,1950
655273,Ginger Baker,Pop/Rock,1950
745915,Paul Anka,Pop/Rock,1950
749970,Ted Nugent,Pop/Rock,1950
761706,The Fleetwoods,Pop/Rock,1950
763341,Bill Justis,Pop/Rock,1950
765722,The Collins Kids,Pop/Rock,1950
773642,The Kingsmen,Pop/Rock,1950
783250,Gloria Jones,Pop/Rock,1950
785611,The Dave Clark Five,Pop/Rock,1950
792953,Carl Perkins,Pop/Rock,1950
793988,Eddie Cochran,Pop/Rock,1950
794449,Frankie Valli,Pop/Rock,1950
803720,Gene Vincent,Pop/Rock,1950
814606,Wanda Jackson,Pop/Rock,1950
816387,Leon Russell,Pop/Rock,1950
820232,Dick Dale,Pop/Rock,1950
823165,Levon Helm,Pop/Rock,1950
824022,Little Richard,Pop/Rock,1950
843106,Peter Sarstedt,Pop/Rock,1950
852007,Roy Orbison,Pop/Rock,1950
864209,Neil Diamond,Pop/Rock,1950
898828,The Searchers,Pop/Rock,1950
921359,The Tremeloes,Pop/Rock,1950
921965,The Ventures,Pop/Rock,1950
931567,Titus Turner,Pop/Rock,1950
5882,T. Rex,Pop/Rock,1960
5953,Alice Cooper,Pop/Rock,1960
7230,Brian May,Pop/Rock,1960
7729,The Trashmen,Pop/Rock,1960
8245,Spanky & Our Gang,Pop/Rock,1960
11620,Alvin Lee,Pop/Rock,1960
12472,Traffic,Pop/Rock,1960
16361,Patty Duke,Pop/Rock,1960
20050,Ten Years After,Pop/Rock,1960
21744,Stephen Stills,Pop/Rock,1960
22928,Steppenwolf,Pop/Rock,1960
25047,The Angels,Pop/Rock,1960
28772,The 5th Dimension,Pop/Rock,1960
29067,The Action,Pop/Rock,1960
29604,Shocking Blue,Pop/Rock,1960
29909,Terry Reid,Pop/Rock,1960
31022,Jim Morrison,Pop/Rock,1960
33316,Andy Kim,Pop/Rock,1960
33560,Suzi Quatro,Pop/Rock,1960
34094,The Archies,Pop/Rock,1960
35464,Maria Muldaur,Pop/Rock,1960
36106,Steve Miller Band,Pop/Rock,1960
36402,Sonny Bono,Pop/Rock,1960
36537,Steve Howe,Pop/Rock,1960
38490,The Band,Pop/Rock,1960
41874,The Beach Boys,Pop/Rock,1960
41899,The Blues Project,Pop/Rock,1960
42993,Sonny & Cher,Pop/Rock,1960
43714,Bee Gees,Pop/Rock,1960
45313,Steve Winwood,Pop/Rock,1960
46120,The Amboy Dukes,Pop/Rock,1960
46925,"Blood, Sweat & Tears",Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
57209,The Free Design,Pop/Rock,1960
58372,Faces,Pop/Rock,1960
59293,The Mamas & the Papas,Pop/Rock,1960
59537,Blue Cheer,Pop/Rock,1960
61480,The Guess Who,Pop/Rock,1960
61534,The Bobby Fuller Four,Pop/Rock,1960
61938,Blue Ã–yster Cult,Pop/Rock,1960
62729,Bobby Sherman,Pop/Rock,1960
64303,Badfinger,Pop/Rock,1960
66915,Bob Dylan,Pop/Rock,1960
67539,Billy Gibbons,Pop/Rock,1960
72041,Bob Seger,Pop/Rock,1960
74857,The Hondells,Pop/Rock,1960
75665,The Gentrys,Pop/Rock,1960
76057,King Crimson,Pop/Rock,1960
77175,Bob Weir,Pop/Rock,1960
80118,Kevin Ayers,Pop/Rock,1960
85776,James Gang,Pop/Rock,1960
85915,Billy Joel,Pop/Rock,1960
86826,Irene Cara,Pop/Rock,1960
87985,The Hollies,Pop/Rock,1960
90945,Colosseum,Pop/Rock,1960
93632,Robert Palmer,Pop/Rock,1960
96613,Bonnie Raitt,Pop/Rock,1960
96964,Boz Scaggs,Pop/Rock,1960
97949,The International Submarine Band,Pop/Rock,1960
98278,Keith Relf,Pop/Rock,1960
99888,The Knickerbockers,Pop/Rock,1960
100160,The Kinks,Pop/Rock,1960
107090,Cher,Pop/Rock,1960
109274,Chris Montez,Pop/Rock,1960
110161,Chicago,Pop/Rock,1960
110341,The Creation,Pop/Rock,1960
112462,Cream,Pop/Rock,1960
114342,The Doors,Pop/Rock,1960
118384,Comus,Pop/Rock,1960
121318,Chris Squire,Pop/Rock,1960
122023,Cilla Black,Pop/Rock,1960
122381,Jacques Dutronc,Pop/Rock,1960
123915,Christine McVie,Pop/Rock,1960
125465,Barclay James Harvest,Pop/Rock,1960
128266,Country Joe & the Fish,Pop/Rock,1960
129761,Jimmy Webb,Pop/Rock,1960
130036,"Crosby, Stills, Nash & Young",Pop/Rock,1960
130689,Jackson Browne,Pop/Rock,1960
130932,Crazy Horse,Pop/Rock,1960
131581,"Crosby, Stills & Nash",Pop/Rock,1960
131627,Creedence Clearwater Revival,Pop/Rock,1960
135032,The Beau Brummels,Pop/Rock,1960
135059,Classics IV,Pop/Rock,1960
135543,The Electric Prunes,Pop/Rock,1960
137401,The Cyrkle,Pop/Rock,1960
137474,Laura Nyro,Pop/Rock,1960
139026,Led Zeppelin,Pop/Rock,1960
145086,The Easybeats,Pop/Rock,1960
148355,Egg,Pop/Rock,1960
149515,Joe Cocker,Pop/Rock,1960
151979,Bay City Rollers,Pop/Rock,1960
152312,Jack Bruce,Pop/Rock,1960
153590,Graham Nash,Pop/Rock,1960
154548,Eric Burdon,Pop/Rock,1960
162233,Fairport Convention,Pop/Rock,1960
164750,Garland Jeffreys,Pop/Rock,1960
166785,Dan Fogelberg,Pop/Rock,1960
167296,Caravan,Pop/Rock,1960
170369,Lynyrd Skynyrd,Pop/Rock,1960
175196,Carlos Santana,Pop/Rock,1960
175708,Ry Cooder,Pop/Rock,1960
177060,Janis Joplin,Pop/Rock,1960
179126,David Gates,Pop/Rock,1960
179205,Don McLean,Pop/Rock,1960
180263,Flamin' Groovies,Pop/Rock,1960
182598,MC5,Pop/Rock,1960
182900,Fleetwood Mac,Pop/Rock,1960
183715,The Fugitives,Pop/Rock,1960
186390,Donny Osmond,Pop/Rock,1960
186594,FranÃ§oise Hardy,Pop/Rock,1960
186805,Eric Carmen,Pop/Rock,1960
187478,Eric Clapton,Pop/Rock,1960
192382,Deep Purple,Pop/Rock,1960
193216,Free,Pop/Rock,1960
194036,Gene Clark,Pop/Rock,1960
194703,The Flying Burrito Brothers,Pop/Rock,1960
194743,Grace Slick,Pop/Rock,1960
195237,Delaney & Bonnie,Pop/Rock,1960
195305,Focus,Pop/Rock,1960
198532,Doug Sahm,Pop/Rock,1960
199995,Genesis,Pop/Rock,1960
200882,Gene Pitney,Pop/Rock,1960
200968,Gene Simmons,Pop/Rock,1960
203008,Rush,Pop/Rock,1960
203639,Johnny Rivers,Pop/Rock,1960
204386,James Taylor,Pop/Rock,1960
208582,Lesley Gore,Pop/Rock,1960
208997,Rita Coolidge,Pop/Rock,1960
213212,Janis Ian,Pop/Rock,1960
216846,Jane Birkin,Pop/Rock,1960
224294,John Fogerty,Pop/Rock,1960
224638,John Cale,Pop/Rock,1960
226331,John Entwistle,Pop/Rock,1960
228266,Jeff Lynne,Pop/Rock,1960
234844,Debbie Harry,Pop/Rock,1960
235923,Leif Garrett,Pop/Rock,1960
238440,Robert Fripp,Pop/Rock,1960
239961,Johnny Kidd & the Pirates,Pop/Rock,1960
240081,Sandie Shaw,Pop/Rock,1960
240865,Jeff Beck,Pop/Rock,1960
246611,Judas Priest,Pop/Rock,1960
253861,Jon Anderson,Pop/Rock,1960
254556,Roger Waters,Pop/Rock,1960
255371,Leslie West,Pop/Rock,1960
255733,Johnny Hallyday,Pop/Rock,1960
257544,Van der Graaf Generator,Pop/Rock,1960
265440,Jorma Kaukonen,Pop/Rock,1960
270491,Joni Mitchell,Pop/Rock,1960
275130,Robbie Robertson,Pop/Rock,1960
287917,Lindsey Buckingham,Pop/Rock,1960
289177,Sam the Sham & the Pharaohs,Pop/Rock,1960
292915,Robert Wyatt,Pop/Rock,1960
